"pid","hotel","name","commenttitle","comment","rating"
"d301583","Raffles Hotel Singapore","Shawnee40_13","Iconic Property, Horrible Customer Service in The Tiffin Room!","We stayed at the glorious Raffles Hotel in a fabulous suite over New Year's, and spent thousands of dollars at the property. Everything was great, until the time we booked The Tiffin Room for Dec 31st to celebrate New Year¡¯s Eve and my brother¡¯ 49th Birthday. We requested a few different tables in the lobby area for these special celebrations and even though some of the other Hotel Managers agreed, Mr. Rohan, The Tiffin Room Manager would not accommodate us. It wasn¡¯t just that he wouldn¡¯t agree to the request, but it was his utter nonchalance and seeming disdain that was appalling. We spent 34 min in this back and forth with the property, but Mr. Rohan did not care and would not budge.  When we returned for the celebratory evening, I introduced my family to Mr. Rohan as we took¡¦","4"
"d301583","Raffles Hotel Singapore","Mary H","Loved it","I have wanted to visit for years and I finally made it in December 2019. It just feels like luxury. We walked around the gardens and went to the 'Long Bar' for a Singapore Sling, not cheap but has to be done. Great service and ambience. You must toss the peanut shells (that are supplied) on to the floor and then walk on them, it's a tradition.","5"
"d301583","Raffles Hotel Singapore","Alison C","Singapore Sling at Long Bar and High Tea.","We wanted to experince the famous Singapore Sling at The Long Bar before we were due to have our Tea. Two cocktails ¡Ì48! But it was worth it! There were monkey nuts available where we kept the tradition of throwing the empty shells on the floor! The Tea was amazing - sandwiches, clotted cream and jam scones,  cakes. We choose Earl Grey Tea which to be honest, was too weak to our liking though it didn't spoil this whole experience!","5"
"d301583","Raffles Hotel Singapore","Bia nca","you have to try the Singapore Sling signature cocktail","we had an great experience at the hotel bar where everyone tosses their peanut shells on the floor the ambiance was nice and the signature cocktail was perfect you can read about the bar and cocktail's history as you come up the stairs to the bar, don't miss reading that little piece of history","5"
"d301583","Raffles Hotel Singapore","Di_CuriousTraveler","For a true luxury experience","Amazing service ( you have your own butler) and amazing room ( everything can be controlled with an iPad. Beautiful garden in the middle which was a nice break from the hustle and bustle of Singapore city. Love the huge tub and all the amenities. Must experience at least once. We were celebrating our anniversary and the staff went above and beyond to help my boyfriend plan a surprise which was really nice of them to do.","5"
"d301583","Raffles Hotel Singapore","Alex S","Second time at this hotel wanted a trip down memory lane 24 years have passed","What can I say Raffles? I message the hotel in advance of our stay advising them we would arrive around lunchtime. We had a specific request as one of our party suffers from mobility problems so needed a room on the ground floor, courtyard suite. We arrived around midday it was nice to see Mr Narajan Singh, I thought Wow things have not changed. We went through to the guest check in area, I stopped to look around and at first, I thought it looks good, the staff were very friendly and accommodating. Once in the check in area at the back of the lobby Keith came over and welcomed us to the hotel, he started to check our friends in first and I was pleased to see they had accommodated them near the hotel lobby and ground floor. Once he had finished with them and they were being shown¡¦","4"
"d301583","Raffles Hotel Singapore","fairreadx","Got to be done! A bit of British history.","Bucket list... Tick! But comes at a price... Has to be done if you go to Singapore though. We enjoyed throwing the peanut shells on the floor and making our own bit if history in Raffles Long Bar on Christmas Day.","5"
"d301583","Raffles Hotel Singapore","Philippe sgp","Dame de Pic, restaurant","A wonderful time connecting with the high standard of french cooking master in the atmosphere of the Singapore raffles.  Great assortment of Cote du Rhone wines. A very pleasant day to renew soon . Great services and attention from all staff .","5"
"d301583","Raffles Hotel Singapore","Sima","Can I move in?","From the moment you approach the property, Raffles delivers on exceptional customer service. The beds are super comfy and the showers are amazing. It¡¯s the kind of hotel you could live in. Highlight of course is the bar with famous Singapore slings and all the lovely doorman.","5"
"d301583","Raffles Hotel Singapore","PCummings","One of the best hotel in thr world","After the extensive renovation, the historical hotel is getting new look. The room is spacious and well design, still can feel the element of luxury. The service is still impeccable. Love the new arcade design. Lovely hotel!!!","5"
"d301583","Raffles Hotel Singapore","NYCRB3","Not quite there yet","I am conflicted to write this review as there are some great positives.  But the negatives started to get at me.  We stayed in the hotel for 2 nights and had a state room which was absolutely gorgeous. One of the best in the world. The hotel is beautiful and well refurbished after being only reopened for 6 months.  Apart from that the hotel has issues and maybe it¡¯s due to the short re opening and the staff need more training. Overall the staff lack 5 star service. There are other hotels in Singapore that offer better more knowledgeable service. The concierge only knew about 5 restaurants between the 4 of them and they were all big hotel restaurants. The pool staff were completely inattentive. No real service and if you want a pool hotel this is not it. Very small for a 150 room¡¦","4"
"d301583","Raffles Hotel Singapore","sauraumpfa","Beautiful location and first class service at the Jubilee Ballroom (not been lodging in the hotel)","We had an event organised by DBS with a star cook from Germany and the hotel staff organised everything really well from the reception all the way till the end of the event with over 120 attendants.  Great atmosphere and very beautiful decoration, really first class service and great food and drinks.","5"
"d301583","Raffles Hotel Singapore","tripperUK27","A Superb Hotel..","This iconic, world famous hotel has recently reopened following a multi-million pound makeover......and it shows. It  is now fully restored and is of a very high level of quality and style. The courtyard suites are excellent....roomy and very smart and clean.  Service provided by all members of staff is very friendly and extremely efficient. The personal butlers in particular, are very helpful and provide an excellent service. I look forward to returning to Raffles on my next visit to Singapore.","5"
"d301583","Raffles Hotel Singapore","von","First Class Service from Mr Gidson","My friends and I had agreed that as a Christmas treat we would go to the Raffles Hotel for their famous Afternoon Tea. What a great decision. it was FANTASTIC. The whole experience of visiting Raffles Hotel is breathtaking from the wonderful gigantic Christmas tree in the lobby to the Christmas decorations throughout. The afternoon tea itself was fabulous with a wonderful selection of sandwiches and sweet and savouries, beautifully presented. The service was top notch and a big thank you to Mr Gibson who taking care of us throughout our whole afternoon tea experience.  He really made us feel so special and pampered.  We would say this is the probably the best afternoon tea we ever had so far.  We can't wait to return!!!","5"
"d301583","Raffles Hotel Singapore","Suzanne R","Magical Christmas Day at the Tiffen Room","The staff were courteous, attentive and helpful.  The Indian cuisine was beautifully presented and delicious.  Such a wonderful building and setting.  There were timed sittings but you felt in no way rushed. A Christmas Day to remember - thank you.","5"
"d301583","Raffles Hotel Singapore","Kitty Tay","I will definitely come back again","The Raffles Hotel Singapore is located in the central and busy district.  The Hotel serves good food and the service is excellent.  I enjoy the afternoon tea most because you can relax and share your moments with your loved ones.  Cheers!","5"
"d301583","Raffles Hotel Singapore","neil h","Total wow wow wow","Raffles has to be THE best hotel I have ever stayed in. From the minute we arrived to our departure, everything was exemplary- total perfection. Arrival is amazing and makes you feel truly welcome. The refurbished rooms are stunning with superb butlers and breakfast was wonderful. If you are visiting Singapore do not miss Raffles, you are guaranteed a memory that will last forever. Thank you Raffles.","5"
"d301583","Raffles Hotel Singapore","AmandaEdgar","Who is raffles designed for","We stayed  at Raffles for 2 nights before moving on elsewhere ! The hotel is lovely and the refurbishment amazing ! What really annoyed us was the random masses trying to soak up the atmosphere of this iconic hotel whilst only being prepared to pay for a flipping Singapore sling in the long bar and expecting to the staff to bend over backwards to accommodate them !  Let me tell you when you¡¯ve paid thousands of English pounds for your  stay here being surrounded by instagramming idiots it completely spoils the ambience for fee paying customers ! Book a room or get over yourselves !!","5"
"d301583","Raffles Hotel Singapore","Falinjalis","Quite brilliant!","Outstanding on every level. From check in to check out we felt like we were at home and treated magnificently.Staff were amazing, butler service was very personal. Loved it all, peanut shells at The Longbar to Tiffin in restaurant.","5"
"d301583","Raffles Hotel Singapore","LuxuryTravelerSF","Beautiful newly-renovated hotel, with fantastic rooms and good service","While expensive, this hotel now once again sets the standard for Singapore. The new facility is beautiful and well-decorated. Our palm court garden suite was spacious with very upscale finishes, providing a reat feeling of comfort and luxury. The service was good overall, but should be better. We would have appreciated outreach from a concierge in advance of our stay to book tours through the hotel rather than our own. The head butler reached out a couple of days ahead of our arrival, which was nice, but we still ended up having to make requests for extra pillows, hangers, and plug adapters for our room. On this last point, IMO, universal plug adapters should be installed in most plug outlets in every room of a hotel like Raffles. The pool was a disappointment, and not one that¡¦","4"
"d301583","Raffles Hotel Singapore","Ian M","Raffles Sling Bar, a place to visit","You have to see and visit Raffles Hotel to get that colonial feel especially at the Long Bar and their famous 'Singapore Slings'. Not cheep, but hey, its a once in a lifetime experience and you get to thrown the monkey nut shucks on the floor. Atmosphere and staff are great but don't forget to visit the shops on the lower floor before you leave.","5"
"d301583","Raffles Hotel Singapore","becull","Long Bar - a must do in Singapore","It was raining in Singapore, so I decided to visit Raffles. I had done this before in 2005, but thought I would do it again. I arrived by taxi, the staff at the door were friendly and provided me directions to the Long Bar. Walking through Raffles is magical. Finally found the Long Bar, didn¡¯t have to wait long. Decided to try drinks other than Singapore Sling. I was happy. There was a couple from America, who asked me to join them. We had a great conversation talking about our travels. Then I went to the Raffles souvenir shop, on my way out the line to enter the bar was long. I recommend you go to souvenir shop before you drink, easier on the wallet.","5"
"d301583","Raffles Hotel Singapore","15PeterK","10th wedding celebration","We were married at Raffles 10 years ago to the day and whilst we live in Singapore we decided to go back as part of the celebration. Memories of wedding day came flooding back and Raffles did a fantastic job that day. Hotel has now been renovated and the rooms a beautiful and stunning as is the whole hotel uplift.  Not surprisingly it was a fab evening. Whilst pricy it was all worth it.","5"
"d301583","Raffles Hotel Singapore","SC P","Singapore Slings at Raffles","Well, an iconic setting refurbished exquisitely - Raffles Singapore. After a wander through the establishment we lined up, first in queue at 11am opening time, for the world renowned Singapore Slings at the famous ¡®Long Bar¡¯! Being first in we attained a seat at the bar (the best position watching the drinks being prepared and cracking peanut shells from a sack in the bar before the allowable tradition of dispensing with said shells on the floor!) whilst others sat at tables near the bar or upstairs. We were not disappointed - the Singapore Slings were simply delicious! Yes, expensive but simply delicious!","5"
"d301583","Raffles Hotel Singapore","Peter R","Exceptional landmark hotel","Iconic hotel in central Singapore with famed Raffles doorman.  Worth stopping in even if you are not staying at the hotel.  Rumor is that the Singapore Sling began here but rumor also has it that it is incredibly expensive to have one here","5"
"d301583","Raffles Hotel Singapore","geraldchan","event hall","we used the event hall for a company event in late Nov 2019, and were pleased with the venue and service from the staff. food prepared that night was exquisite as well, and the running of the program well done by the events company.","5"
"d301583","Raffles Hotel Singapore","rens442018","A wonderful experience in a exceptional atmosphere","We stayed two nights in December and it was as i expected! From the beginning; the Lobby Ambassador to the bell boy and the butler services, everyone was very professional and friendly! We loved the big suite very much, everything on a very high standard ! The best part is; they dont let non-residents into the lobby and walking around! So , you feel really cosy and not mixed with sightseeing-tourists!  Breakfast variety is just brilliant! If you want to indulge yourself in a delightful atmosphere, go to Raffles.","5"
"d301583","Raffles Hotel Singapore","TheQueenslander","Great reno, but still a public space","Deliberately came back after two previous stays. The renovations are beautiful in a modern colonial way. Gone are the oriental rugs and antiques, in with classic modern lines and luxurious fixtures. Albeit that our towel hook fell off. Nespresso machine was nice and our welcome snacks were top shelf.  Butler service was attentive, although as before, it¡¯s a bit hit and miss when they¡¯re busy. Complimentary Singapore Slings can only be taken poolside or in room, due to the crazy queues in Long Bar. Hot tip, get the butler to book you a table, but it¡¯s still hard to skip the queue to let staff know you have a booking. Similarly, restaurants can book out, and they don¡¯t give preferences to residents, so take up their offer on the booking email and request bookings before you¡¦","4"
"d301583","Raffles Hotel Singapore","Apar8","Wow, just visiting, couldn't afford to stay there","Well, how nice are the people who work there? Let us in to look at, and take photos of the lobby, sensational! Then had a drink at the Long Bar, do not miss this, one of th best experiences ever, and thepeanuts on the table, couldn't bring ourselves to throw the shells on the floor, all CLASS!","5"
"d301583","Raffles Hotel Singapore","NigelNicole-S","Expensive, But Well Worth It","My wife and I recently stayed for 3 nights before flying to Kerala.   We have stayed at a number of 5 star hotels down the years, many failing to reach the claimed fifth star. I'm delighted to add that Raffles doesn't disappoint - the room, staff, and attention to detail was first rate.  I'm not sure when, if ever, we'll stay in Singapore again, but if we do we'll be staying at Raffles.","5"
"d301583","Raffles Hotel Singapore","JRobin B","Residents inferior to tourist visitors","Beautiful hotel, comfortable room, good service (but with worst aspects of tip expectations), great location.....but all spoiled by difficulties in obtaining food and drinks. Had three day residence in late November. No dinner available on first night in the Tiffin room....a conference of some type had taken it over for the evening.   Too difficult to get a complimentary Singapore Sling in the Long Bar...... gave up after waiting too long in a big queue that snake¡Ì all the way down the stair. No access to the hotel bar off the foyer....asked if we had made a reservation and told bar was full up, so no access available.  Next day, early morning, asked for dinner reservation in the Tiffin Room for that evening. Told it was fully booked that night. Tried the BBB restaurant but¡¦","3"
"d301583","Raffles Hotel Singapore","Tracy B","Great Hotel, But Service Disappointing","Stayed for 3 nights in October. Would rate the hotel at average to good at best and it really needs to up its game. The rooms at the newly refurbished hotel were exceptional and facilities adequate. Unfortunately the service was inconsistent, with the (many) exceptional members of staff being let down by the other poor members of staff. Service was generally indifferent and we were unable to make a reservation at any of the better restaurants - despite being residents - and simply told ""sorry we are fully booked"" We found the whole experience to be generally unacceptable for a hotel that is positioning itself at this level and charging accordingly. On a positive note, we loved the long bar - despite the long queues to get in (book in advance if staying at the hotel).","3"
"d301583","Raffles Hotel Singapore","supernurse10","Amazing historic hotel, needs some fine tuning","We stayed here with my elderly mother in November and had booked 2 Personality suites (requested ""John Wayne"" for my mother) for 2 nights. We were warmly welcomed on arrival and shown to our suites by our Butler. The rooms have been recently renovated and were very luxurious. Unfortunately the air con in ""John Wayne"" was broken and couldn't be fixed.  As there were no other Personality suites available, we both chose to change rooms and downgrade to a lower room category (the Front desk Manager offered us some small financial compensation each to cover the difference.) The room sizes and design were identical, however a glass must have been broken in our new suite and not properly cleared up as I stepped on broken glass and cut my foot. The rooms/suites themselves are very well¡¦","4"
"d301583","Raffles Hotel Singapore","Vistorfromne","The Renovations are GREAT!  The hotel is a real Gem","Breakfest, Lunch and Dinner are really great.  The afternoon tea was also really great with scones that I keep on dreaming about.  The renovated rooms are to fantastic.  The staff is so welcoming and professional.  I wanted to stay longer!  The gym is modern and does it job, but the pool is spectaular.  Wow, I loved everything about the hotel!","5"
"d301583","Raffles Hotel Singapore","hlk122017","Generic Luxury.","Going-through-the-motions service as expected of a large luxury chain. Clumsy Smart Home / iPad control system in rooms. Design oversights in bathroom. Inconsistent breakfast quality day-on-day. Beautiful grounds nonetheless, but recent renovation probably did not add much value.","3"
"d301583","Raffles Hotel Singapore","Kirstie F","Schoolies Trip","Beautiful hotel - we had high tea here which was scrumptious. Lots of lovely walks around. Only one hiccup was we used resdiary to pay for the high tea and we were charged again for it. Travel agent is sorting that out though and don't blame the hotel at all for the hiccup.","5"
"d301583","Raffles Hotel Singapore","Emily Belcher","Birthday Drinks","We visited Long Bar for some birthday drinks as we couldn¡¯t pass up on the infamous visit to Raffles whilst visiting Singapore (and of course have some nuts too). We immediately felt welcome and comfortable in the bar as the staff were super friendly and attentive. Such a good range of cocktails too and some nice variations on the traditional Singapore sling.","5"
"d301583","Raffles Hotel Singapore","Chris C","Fantastic experience","We visited Raffles twice, the first time The Long Bar where I had a Singapore Sling and then a few weeks later had afternoon tea in the Grand Lobby.  What a wonderful experience, a dream come true for me, the setting is gorgeous and the afternoon tea luscious.  We were given a warm welcome on arrival and a lovely gentleman took our photo with the chandelier in the background.  A must do if in Singapore.","5"
"d301583","Raffles Hotel Singapore","Yvonne","Le dame du pic","Service at the restaurant was impeccable. The service really made the night most enjoyable . Coupled with the very good menu and presentation of the dishes , we had a great evening. We will be back for sure","5"
"d301583","Raffles Hotel Singapore","Wayne S","It's Raffles...!!!","We had afternoon high tea and it really was a pleasure.  Staff were on point, as one would expect given the reputation of Raffles, attentive and courteous but without being ""too much"".   The food on offer was all wonderful but it certainly isn't the place for those with either a seafood or gluten allergy - not a criticism, it is simply what it is and as someone with a seafood intolerance, I feel prospective patrons should be aware. The only other thing of note was the cost - again, not a criticism but many are unaware of both the service charge and GST applied to the Singapore experience, you need to allow for this if you're travelling on a tight budget!","5"
"d301583","Raffles Hotel Singapore","Kerrie L","Romantic break","Perfect place for a romantic break. Place to relax and enjoy the surroundings. Amazing breakfast and all the restaurants we went to were excellent. Lovely pool area and bar, nice and private. All the staff are very attentive and helpful","5"
"d301583","Raffles Hotel Singapore","yswke","The bad service hurt the stellar reputation.","So last year I won a two-night stay voucher at Raffles Hotel Singapore. I then used it for the third weekend of November. It was my anniversary stay with my partner. A week before my stay, I watch a very interesting video tittled ¡°Singapore's Raffles Hotel: Remaking An Icon¡± which shown a remarkable service of Raffles Hotel Singapore. The video surely made me excited for my stay at the legendary hotel.  I arrived at the hotel around 2pm. Just in time for the check-in time as stated in the confirmation letter. I was greeted by Jin Fa and he escorted me to the check-in area. I sat quietly for around 15 minutes. No welcome drink offered whatsoever. I thought, ¡°Oh well, maybe they don¡¯t serve welcome drinks for their guests.¡± A bit odd as a luxury establishment.   After checking my¡¦","2"
"d301583","Raffles Hotel Singapore","16mel","A wonderful evening","As a special treat during our stay in Singapore, my husband and I booked dinner in The Tiffin Room....and enjoyed every moment of it!  The hotel is as beautiful as the photos suggest, and the staff made us feel very welcome. Service was attentive and delivered with a friendly smile. And the food recommendations were spot on for us - delicious!   We ¡®dressed up¡¯ as the dress code suggested, but found the restaurant more relaxed than expected, with residents permitted to dine in denim shorts and trainers.   Our visit to Raffles was a highlight of our trip to Singapore and I¡¯d highly recommend it to anyone looking for a delicious meal, served in beautiful surroundings by friendly staff.","5"
"d301583","Raffles Hotel Singapore","Tanagan","Excellent Suite But Service Falls Short At This Understated Luxury Hotel","Overall, we enjoyed our stay at the Raffles, particularly liking the high fit and finish of the newly renovated suites, the unique feel of the rambling historic property and the understated luxury. Service, however fell short and we were not impressed with the Butler service or the staff at the Grand Lobby.   The Raffles has just come off a major renovation and is one of only a handful of true luxury properties in Singapore with just over 100 suites. The low-slung 3 story property has been expanded multiple times throughout its history, so the layout winds around multiple courtyards and wings. While smaller boutique properties have begun to pop up more in Singapore in recent years, the Raffles¡¯ restrained size and historic nature remain unique in the city.   We really wanted to¡¦","4"
"d301583","Raffles Hotel Singapore","Anna R","Even more beautiful after the renovations","I first stayed at Raffles in 2016 just before it closed for extensive renovations.  It reopened in August 2019.  I was delighted to see that the history, heritage and style of the hotel has been retained (e.g. the famous louvred shutters in bedrooms) and the new decor and furniture is a very tasteful combination of the classic colonial, oriental and modern.  It is a pleasure to simply walk around the hotel and admire the 'new look'.   The suites are equipped with iPads with very user friendly controls of...well, just about everything from curtains to lights to extensive entertainment choices and the internet.  After the renovations the hotel very impressively combines the 19th century and  the 21st (with most traces of the 20th c. removed!).  I will always miss the beautiful and¡¦","5"
"d301583","Raffles Hotel Singapore","Doug S","Visit to Long Bar","We pooped in for the traditional Singapore Sling and we weren¡¯t disappointed. Despite the short wait to get in the drink was amazing well worth the $33 each. Despite being very busy we weren¡¯t rushed to vacate our table and the staff were extremely friendly.","5"
"d301583","Raffles Hotel Singapore","Q6763NCstephent","Raffles is no lottery.","There is no chance of a bad stay at Raffles - we found it all good. Best accomadation we have ever stayed at. The welcome, the decor, the room, the service, the pool, the grounds, the pool, the high tea - we will never forget it.","5"
