"pid","hotel","name","commenttitle","comment","rating"
"d310344","YMCA One Orchard","Lit W W","Continental Director","I was on a visit to Singapore and was staying in the YMCA One Orchard. It was situated at the start of the famous Orchard Road where most of the five stars hotels and popular shopping malls are. It is perhaps one of the most underrated hotel/motel in Singapore.  It is possible the most reasonable but best located hotel along this famous Orchard Road. It is just a walking distance from the Istana, the presidential palace of Singapore and literally next door to the National Museum. It is also a stone throw away from all the shopping malls and 15 minutes walk from the famous Clarke Quay and Marina Bay Area. The complimentary breakfast that comes with each room is simple but sumptuous.","4"
"d310344","YMCA One Orchard","AathiM","Budget Stay","I have opted YMCA One Orchard for our stay between Dec01 to Dec 05,2019 for Budget price Stay.we took the taxi from Changi international Airport to Hotel.It cost 36 singapore dollars.But when we return it cost only 27 $$. when we were in Arrival  Hall we got Nets Flash pay card from  UOB Bank counter for 12 dollars.This is very useful for travel thru MRT and Bus.we reached the Hotel at 10pm.we were told that neither any dinner available at Hotel or thru delivery service. we took taxi and had our dinner at Little India area where you will get the food 24 hours a day.     YMCA have neat and clean rooms.The room is very small. we stayed in Room No 602.Breakfast is included in the Room rent.I did not find any item suitable for Asians.I do not appreciate their Breakfast Menu. The・","3"
"d310344","YMCA One Orchard","Toma<U+0161> M","Amazing stay","We loved this hotel. Everything was as it should be. Breakfast delicious, people amazing and lovely, clean rooms. The place is close to the metro with easy access to the downtown. We recommend to everyone.","5"
"d310344","YMCA One Orchard","Tottydownunder","Average in a good location","I stayed here for 3 nights. It is in a great location near Fort Canning and close to 2 MRT stations, so really handy for seeing that all Singapore has to offer. The rooms are small with basic facilities, but clean. The bed was as hard as a board so I didn't sleep that well. The bathroom was also small and has nowhere to put anything apart from on the floor or on the toilet cistern, so a shelf or vanity unit would have been useful.  Breakfast, although included, is very basic and quite bland and the toast is more like warmed bread than toast.  Staff are friendly, but for a similar price, there are other options close by with good service and nicer rooms.","3"
"d310344","YMCA One Orchard","dmfreedom","Simple. Good Location, but basically a hostel.","Well located. Close to a couple of Metro stations that get you anywhere in town.  Clean, with all the basics. But small. Think cruise ship accommodation.   Breakfast was lacking. Not enough tables and chairs. ""Continental Style"" which basically means cold meats and boiled eggs. Filter coffee as standard, proper coffee is extra. Given the amazing street food in Singapore, better to skip this.   Strange kind of model where not everything is included. You can use the gym in the morning for free, but if you want to use it in the evening there is a charge.   Check the rates. Weekends are a lot more expensive and there are better options nearby. Probably wouldn't go back.","3"
"d310344","YMCA One Orchard","Eileen","Good","Excellent. I am very happy here. Food already inclusive on booking . A pleasent stay and a prosperous journey . Best wishes for this year christmas . Enjoy take care . God blessed . Amen . Good night .","5"
"d310344","YMCA One Orchard","mariastellatravel","Good, not best","The good thing about YMCA is that it is very centrally located. Although, there is a smell of humidity in the rooms. Breakfast very basic, but there is a variety of salty and sweet things, including come fruits. If you need some budget option, YMCA is a good alternative.","3"
"d310344","YMCA One Orchard","ooistella","Thumbs up!","Friendly and helpful Reception staff.  One of them recognised me as return guest. Excellent location. Bus, underground train service and shops within walking distance. Spacious room.  Room and bathroom very clean. Value for money.","5"
"d310344","YMCA One Orchard","Quest776042","Expensive","Paid addl for 2 persons 350sgd but the price doesnt include addl bed. We had to make do of 2 beds for 3 persons.Have to ask for addl pillow and addl bittked water Few choices for breakfast. Paid 60thplus pesos for 5 nites stay? P10th per person?  Positive side? Location near mrt and shopping malls Clean beddings and room","3"
"d310344","YMCA One Orchard","Daphne H","Great location and rooms","this was one of many repeat visits to the YMCA One Orchard. Staff are friendly and helpful, room was clean, shower was hot and strong, location is excellent, with easy transportation to botanic gardens, airport, etc.  Price was not cheap but probably ok for Singapore, and definitely ok for the location.","4"
"d310344","YMCA One Orchard","Sujeewa W","Clean and comfortable rooms with superb service","YMCA is close to MRT and it is located at a very convenient place. Closest MRT is Bencoolen(DT21)and it is  about 200 meters away from this place. You can visit this place from Changi Airport  via MRT with ease using down town line ( Blue). Even Dhoby Ghaut (NE6) and Bras Basah (CC2) is close-by. Plenty of eating places around this hotel and my favorite was Food Republic as there were many choices to make like bakery items, Rice and curry , Fried rice  , Noodles , Soups, Juices   etc. National museum is just two minutes walk and fort canning park and raffles park is at  just walking distance .        I spent 3 nights at this 3 star hotel. Its a small place compared to other big hotels in S'pore but feeling was superb . Felt like I'm at my home thanks to wonderful staff .・","5"
"d310344","YMCA One Orchard","anna","RECEPTIONIST BEING RUDE DURING OUR STAY","Me and my friends went on a trip to Singapore and we stayed in the YMCA One Orchard. We went into the hotel with positive thoughts and average expectations, taking in the fact that this is a three star hotel. The lobby was nice, modern, clean and there weren¨t any red flags. Seeing that the lobby is nice we got excited about going upstairs and seeing the room that we were going to stay in for the next fours days. When we exited the elevator we saw the lounging area that looked decent. We turned left on the 7th floor going to room number 719. When we entered the room we were mortified. The room smelled of old moldy furniture. The air conditioner vents had dust and bits of dirt hanging off of them, which my friend is allergic of. As we were on a trip we had to have another bed in・","1"
"d310344","YMCA One Orchard","Jennings","Improvement needed with the room and the staffs manner.","Dear YMCA   Your staff have been very rude to us and have not respected us as a guest. Not giving what we need and forgetting to bring in new towels. We had to change rooms because of the other room looked terrible with dirty towels and bed sheets. The breakfast should be improve. This is the worst hotel I ever been in. Please improve staff manners(the Indian guy) and cleaners. Improve immediately. <U+0001F621> Or else no one is going to come to your hotel.   About the staff manners must be improve because they smashed the phone at us while asking for help.","1"
"d310344","YMCA One Orchard","Pyae Sone","For educational purpose","I stayed at this hotel in August for my OET exam. Compared to other hotels , price is fair.  Luckily they upgraded our room. I got a room with view of the museum and church.  Just a 5 min drive to the OET exam center in orchard road.  Have a swimming pool on the top of the building. Can see sky buildings and marina bay sand from the top. Breakfast- fair. Pros- Near downtown .","4"
"d310344","YMCA One Orchard","terrys363","One week stay","Stayed here for one week for my work meetings. It is affordable and reasonable value for money. It is in a great location with 100metres to the mrt. It is also very clean and serviced daily. I would stay again.","4"
"d310344","YMCA One Orchard","473savinav","YMCA Orchard One : good choice for a stay in Singapore : central and easy of acces, friendly and comfortable","excellent rapport quality/price. excellent location. swimming pool on th stop of the building : a welcome rest after the visit of the city. The breakfast buffet : plentiful and delicious. The staff very helpful to find your way around in the busy city.","5"
"d310344","YMCA One Orchard","Cybercyk","Awesome place","Awesome place to stay, great location very near to mrt.... Will definetely come back again... Great place for family. Will definitely come back again. Strobgly recommend for families tk go for fam deluxe room","5"
"d310344","YMCA One Orchard","sing1701_2000","Location is the only postive about this place","This place is worth considering only if one needs a reasonably priced no-frills accommodation in center of the city or if 4 beds in a room is required, which they provide in the family room. Room is quite small with very basic decor. Water heater is the instant-heating type which provides luke-warm water at low speed and only 1 tiny bottle of soap cum shampoo provided per person per day! Breakfast also is very basic and a vegetarian will be limited only to bread toasts, corn-flakes and fruits. One of the house keeping ladies was shockingly rude; forget about politeness that one expects from some one in the service industry, she lacks even basic courtesy. One particular day, she took away towels that we had kept for wash  but did not provide fresh towels for almost the whole day.・","3"
"d310344","YMCA One Orchard","Justin M","Come for Formula 1 weekend.","This is basic cheap YMCA, quite small room with small window. The shower is very weak but the bed is comfortable. The breakfast is basic but it is okay to full my tummy. There is nice pool on the roof with nice view of the city. It is only 5 minutes walk to few MRT stations and 15 minutes walk to the Formula 1 Stamford Grandstand.","3"
"d310344","YMCA One Orchard","rahuljaindoon","Singapore beauty. Value for <U+0001F4B0>","Great location advantage in the centre of the city. Near to all important must see locations . If person is a good Walker with in walking distance. Otherwise one can take the dhoby ghat mrt . Good breakfast and house keeping. The rooms a tad small but it's ok.","4"
"d310344","YMCA One Orchard","hsteh01","YMCA Singapore","Very good location. Close to shopping and public transit. Breakfast is excellent, especially the kaya buns. Good variety. Room is small but clean. Staff is friendly and very helpful. Will recommend this hotel to friends","4"
"d310344","YMCA One Orchard","maplecyn","Singapore and Malaysia trip","The YMCA @One Orchard is centrally located and within walking distance to Orchard Road, City Hall, Little India and Chinatown.  We stayed there for around 2 weeks.  We were allowed to store our luggage at the premises for a small fee when we headed to Malacca for a week.  A number of nice eateries around the vicinty and the Dhoby Ghaut MRT is just at our door step.  We are situated very close to the National Museum and Fort Canning Park.    One thing that impressed me and my husband was the personalised service of the reception staff.  We recalled on the day of our departure to the Changi Airport, the staff actually made sure that the taxi arrived since we had made a booking the night before.  Also the housekeeping staff was nice and accomodating when we asked her to come back・","4"
"d310344","YMCA One Orchard","carlmed00","All in one","Great place and great location. Comfortable place to rest while in thencenter of Singapore.  Did I also mention that you don't have to spend a lot for a good accomodation like this. Great value and good service.","5"
"d310344","YMCA One Orchard","Pru641","Great Location...Value for Money!!!","Stayed here for 4 nights.We booked a triple room. We were upgraded to a bigger room with a queen and 2 single beds. Rooms are small and simple but comfortable..have a small tv,hair dryer,iron and hot kettle The bathroom is also small but has everything you need. Rooms are serviced every day with complimentary bottled water,tea & coffee sachet plus the usual shampoo and bodywash. Breakfast was good. This place is close to public transport with a bus stop right in front of the hotel and the dhoby ghaut mrt just across the road. ...great location!!!","5"
"d310344","YMCA One Orchard","Kent","Very nice","All the staff are very nice.  Clean rooms, very good service, this place is convenient to travel.  I came a second time  And if there is a chance to come to Singapore again, will definitely stay here. I loved YMCA.","5"
"d310344","YMCA One Orchard","Tom B","Dilapidated rooms","The good:  The YMCA has a great location, only 10 min walk from the main shopping area of Orchard Road. It's also next to two Metro stations: Bencoolen and Dhoby Ghaut.  It has a good rooftop pool and a gym that is well equipped  for strength training (not great for cardio).  The staff were friendly and helpful.  The not so good:  The biggest disappointment was the state of the 'standard' room, which could reasonably be described as dilapidated (this was not fairly reflected in their photos online). The bathroom was mouldy with flaking paint, and the carpet was so old, stained and dirty that it was crisp (see pics). The staff were helpful and kindly upgraded us to a 'delux' room; however, they really should not be selling rooms in such a dilapidated state to start with. Also,・","2"
"d310344","YMCA One Orchard","Susan Y","My 3 night stay at YMCA One Orchard","Generally it is a value for money stay for me as long as it is clean, customer friendly and safe. I dont mind it being basic. The location in the centre of the city is superb for a tourist like me who has to take  public transportation.","4"
"d310344","YMCA One Orchard","hyunhwa","singapore holiday","very friendly staffs ,great location, value for money .we have booked two rooms and have a great stay. my family and i are very happy to stay  this place and is so convenience. just ten mins walk you can reach the big mall. will come to stay again for my next trip.","5"
"d310344","YMCA One Orchard","Patricia C","Enjoyable stay","Please note that we had only a short stay at this hotel.  From our experience, Ymca hostel offers all necessary stuff to make your stay confortable. It is not luxurious but it is well maitained and the room is kept clean. The price is good taking into account that Singapore is quite an expensive place.  The breakfast is a little busy but you can manage to access all available food.   Is does not exactly lie on the city centre but it is well served by public transport.  I think overall the hotel serves very well its purpose.","4"
"d310344","YMCA One Orchard","Jisoo L","Comfortable and clean, great value for money","My friend and I stayed at the YMCA for two nights to attend a wedding nearby. We had a very comfortable stay and the reception staff were kind and helpful. One receptionist spoke even better Korean than us! The room was clean and great value, and the location was very central. Would definitely recommend.","5"
"d310344","YMCA One Orchard","lauhuiming","Staying in YMCA","Overall, both my daughter and I are very happy with the place. The room is very clean. We like the breakfast and so much to choose from. Would strongly recommend to friends and relatives. It is a convenient place to go for shopping and sightseeing.","5"
"d310344","YMCA One Orchard","P K","Great location great value","Booked a family room thinking it would be spartan like an inner city y I stayed at decades ago . How wrong I was . Beautiful and refurbished room with plenty of room for family of 4 . Clean and perfectly located in heart of Orchard . Even the free breakfast was nice . And to TOP it very friendly service from all staff . Am guessing this place is booked up so book early .","5"
"d310344","YMCA One Orchard","mer","Well worth money for the stay","Near the mrt station? Check. With free breakfast? Check. Spacious room? Check. Polite and knowledgeable staffs? Check. Clean? Check. Where else can you find a place that's affordable and very convenient? It's YMCA.","4"
"d310344","YMCA One Orchard","Wytmei","Simple and clean","Accommodation price is not expensive and what I love is it's near Orchard area. Comes with free breakfast also. Next time we come back Singapore, YMCA will be our first choice. Staffs are well mannered too.","5"
"d310344","YMCA One Orchard","Demil","Clean and good location","Love the breakfast buffet. Not that many choices but enough to make you full. It's not like other breakfast buffet with a ton choices but you end up eating less than 5 in the menu. Unlimited roti prata + curry sauce in the menu, the best!","5"
"d310344","YMCA One Orchard","MLim","Excellent for the second time","Second time in SG, second time in YMCA. That's how much we like it here. 2 minutes away from the mrt, near shopping malls to shop for food and souvenir, courteous staffs, love it! Room is clean too and in order.","5"
"d310344","YMCA One Orchard","40mjr1973","good for the price","Accommodation in Singapore could be very expensive. This is one of the cheaper places. The rooms were clean, the staff were friendly and its all for a good cause: YMCA. Very close to train stations and buses. Breakfast OK, pool is quite nice. Recommend.","4"
"d310344","YMCA One Orchard","Praew P","Nice stay","I selected this hotel because of the price, location, and the shuttle bus from airport could drop us here. We could walk to the orchard road and the underground. Nice room and we got a free upgrade. The breakfast choice was not various but if you did not select much of what you eat in the morning, it would be fine.","4"
"d310344","YMCA One Orchard","ernlecleminson","very good","the location is good . value for money. recommend those who looking for stay. friendly staff  and courteous. room is tidy and clean and quiet. cafe food is nice . so convenience.enjoy my stay. will come again to stay.","5"
"d310344","YMCA One Orchard","Evatan","Friendly staff","The location is good. The MRT station just five minutes walk and bus stop just outside. Room is clean, reception staff are very friendly and cafe staff as well. Where ever you go is so convenient. I enjoyed my stay here. Will come back to stay Again.","5"
"d310344","YMCA One Orchard","Sanjay","Singapore trip","I stayed at YMCA@One Orchard Singapore from 14th Aug to 18th Aug19. I had a great experience staying here. All the staff like the reception desk ,  housekeeping, restaurants etc. are very nice and supportive. The team at hotel are availsble 24／7. Room AC, beds, toilet etc. There is fridge in the room. Morning breakfast is very good. I recommend every one to stay here.","5"
"d310344","YMCA One Orchard","olivier_Cro","Very well situated with a roof top swimming pool.","We were a couple on vacation and really enjoyed the place for the following reasons :   Pros : -very well situated - big swimming pool with a skyline view - nice buffet breakfast  - very nice staff  Cons - need  refurbishing and window cleaning  - our first room had a bad smell","4"
"d310344","YMCA One Orchard","theresiadwiyati","Clean hotel with reasonable price","The hotel is clean and the breakfast is good. Located next to MRT Station and there's a bus station in front of the hotel. Reasonable price with very good service. The staff are friendly and very helpful.","5"
"d310344","YMCA One Orchard","YOONG","Rude car park attendant! <U+0001F621><U+0001F621><U+0001F621>","On 3 days family trip and booked this hotel due to its strategic location. Our Singaporean friend sent us to the hotel. He is not familiar with the place and used google map to guide him through.  There was no proper sign board leading to the drop off point. After making 2 rounds he decided to try to go in via the ｀car park¨ (with boom gate) My husband winded down the window and asked the attendant politely was the drop off point in front? The RUDE attendant answered arrogantly ｀you go straight you drop off the building!¨, he opened the gate. We were shocked by his answer! Is that how you treat your guests??? This is your first contact point, it is equally important as your reception! We were totally disappointed and will not visit this place again!  This Mr RUDE has ruined our・","1"
"d310344","YMCA One Orchard","Sylvi Mutiara","Good location","Stay here more than 3 times on 2019.  I love it because the location is perfect. Surrounding by 3 mrt station (Dhoby Ghaut, Bras Basah, Bencoolen). Walking distance to some popular destination like Singapore National Museum, Fort Canning, Chijmes, Orchard road and others.  The staffs are so friendly and helpfull. The room is small. The breakfast is good. The price is good.  Love this hotel.","5"
"d310344","YMCA One Orchard","Jeannie","Accessible and quiet","The hotel is located in a quiet neighborhood and is accessuble to all public transport. Room is equiped with tv and fridge. We get complimentary bottled water, coffee and tea everyday. Daily buffet breakfast. Staff are all polite and helpful.","4"
"d310344","YMCA One Orchard","Ruth G","Comfortable, convenient and quiet","We have spent 3 nights and 3 days here, and have found it to be a great place to stay. We were upgraded to a corner room on the 6th floor, so along with a view over the neighbourhood, the room felt open and spacious. The facilities were clean and well kept. A simple tea/coffee supply was re-stocked each day when the room was serviced.  There was a simple breakfast served each morning, both hot and cold food, and it was plentiful. The proximity of the Dhoby Gaut MRT station, and the purchase of a 3 day tourist pass made ＾getting around￣ so easy. The staff have all been very friendly and helpful, which has made our stay very pleasant.","5"
"d310344","YMCA One Orchard","Karen551115","Great Staff","We stayed four nights at this hotel. We booked a delux room. We felt our room was not ＾delux￣. The bed was big and comfortable but the pillows were low. We asked for more when we arrived but we could not get any till the next day. The room constantly had a musty smell and the carpet was quite worn and stained. The bathroom was very small and had a strange water heater in the shower. There was no hot water for the basin. When we arrived there was no soap for the basin but there was shower wash/shampoo provided. There was no conditioner, hand towel or tissues. Breakfast was included. There was one type of cereal and a variety of hot dishes each day. It was sometimes a strange combination such as boiled eggs, fried rice and French toast. There was fresh fruit and pastries but they・","2"
"d310344","YMCA One Orchard","Indah puspasari","nice place to stay!","The room is big and clean, cozy. the Location is strategic.  Its near from the dhoby gaut MRT station and bus station. Also near from the food center, the situation serounding hotel quite so we can rest well.","5"
"d310344","YMCA One Orchard","dinda pramesti","It's a nice place to stay!","The room is quite big and clean. it's really near from the dhoby gaut MRT station, near the starbucks coffee and also MCD :D The staff are so kind and they have a good breakfast! it was so fun to stay here! Thank you","5"
"d310344","YMCA One Orchard","PngHop","Great basic hotel in perfect location","I booked my room online and exchanged few emails before booking connecting rooms. Vivien was very patience with all my questions. The hotel is located in quite neighborhood. It is very close to many tourist attractions. There are 2 metro stations nearby. If you take Bencoolen metro station Singapore Management University exit, it will be right across the hotel. Also there is bus stop (with many major bus routes at the stop) right next to the hotel. We took airport taxi to the hotel upon very early arrival at 1:30am and ordered a grab ride (like Uber in Singapore) to airport upon departure. My room price is including breakfast buffet. The room is small in size but clean with comfortable beds. I enjoyed the swimming pool at roof top with good views.","4"
"d310344","YMCA One Orchard","joopb","Not bad","Its a hotel with great beds, realy I slept like a baby. The rooms are small yet sufficient. The breakfast is free and that shows but I am not complaining my bed is the most important thing in that place.","3"
"d310344","YMCA One Orchard","Ruby Vu","Room in level 4 is not good","Room is very small and dilapidated in level 4th. I stayed at level 7th is better. Amenities just shampoo and shower gel (in my last stay, i have full amenities). I think it not good for the price i paid.","3"
"d310344","YMCA One Orchard","AthulAnilkumar","Great Basic Place with all Amenities","So the hotel is a good basic stay at a very accessible location, There are two metro stations very close: Dhobi Ghaut and Bencoolen. There is a bus stop right in front of YMCA (Direct bus available from airport) and also few others in walking distance such as School of Arts.  Orchard Road, Little India, China Town, Arab Steet, Marina Bay, Harbour Front are all easily accessible.  There is a tour agent right next to the hotel from where you can purchase tickets for universal studios, marina bay etc. You get a discount of 2$ per ticket if you are staying at YMCA.  The breakfast here is good and the spread is more than basic (Served till 10AM) The staff here are very friendly and helpfull.  The Swimming Pool at the roof is good and big enough.  The rooms are not big however they・","5"
"d310344","YMCA One Orchard","Adrian P","Great place to stay","I have stayed at YMCA @ One Orchard for the past few years. This year, it was no exception. Service and hospitality is top-notch! They have cut back on some toiletries, but they still meet the basics. Paying for the breakfast is no longer an option, and I wished it would be in future.","5"
"d310344","YMCA One Orchard","Janelle T","Cheap but cheerful","Smallish but comfortable room. Shower was great. Bathroom was very adequate. Breakfast was $15 per head and good. Enough choice and plenty of food. Foyer was lovely. Staff were very friendly and helpful","4"
"d310344","YMCA One Orchard","louise212","THE WORST ACCOMADATION I HAVE EVER STAYED IN","We stayed here in April for 4 night and paid 70 pounds per night  breakfast not included. The floor we stayed in was the 7th floor room 729. The smell hits you when you get out of the lift, damp and mould. The corridor is completely covered in massive stains, then you reach your room and the smell continues. You have no choice but to keep Aircon on and windows open. The room was dirty, thread bare towels and rips in bedding. We took antihistamines while staying here and also kept footwear on while in the rooms. I booked this because reviews said it was clean, and it has a certificate of excellence.. The YMCA  is completely overpriced for the condition of rooms etc. If I could of got my money back I would have left, as this ruined the last stretch of my holiday.","1"
"d310344","YMCA One Orchard","Jacinta R","Ymca orchard, central with everything you need","I wasn't sure what to expect but this accommodation went beyond my expectations. We stayed in a deluxe room with our 3yo toddler. They provided a cot but was not needed due to his size. We just used the fold out couch. It was great. The service here was excellent and the breakfast was great.   Breakfast had toast, eggs, baked beans,  roti, rice, noodles, salad, fruit and drinks. Hashbrowns and lots of variety with alternating things each day. Opened from 7am-10am.  The pool on level 9 was great. So large and perfect temp. Great view up there of Marina Bay sky park and other interesting areas. Air con was excellent, felt very secure overall and gym was good too with lots of equipment. Room serviced daily and toiletries topped up.   Cons: Water heater- shower was not always hot.・","4"
"d310344","YMCA One Orchard","hadodi","Overprized","Coming again for 2 times 2 nights. Check in without problem, although the room rate of S$ 120++ is by far too much for what they don't offer. We had a double bed room. Bedsheets too short. Only 1 chair in. AC is a xxx. You can not let it run during nighttime because the cold air blows straight on your head when you lay down. The TV is a real scandal - only one English news channel, all the other in Chinese. Not one movie channel. Room and bathroom are clean. Breakfast only a big selection of Chinese food, coffee not really strong, toasts and jam and some fruit juices and fruit ok. But you can not order any freshly fried eggs or bacon. First I thought it was foggy outside, but it was the dirt on the windows. Rooms on 8th floor not recommended because straight under the Swimming・","3"
"d310344","YMCA One Orchard","baguiogirl2016","Accommodation near to almost everything","YMCA One Orchard is near to a train station, a mall, a church, a museum, a park. It is also easy to reach by bus. The room is clean, good food, courteous staff, quiet. Friendly to children and senior citizens.","4"
"d310344","YMCA One Orchard","katleiyah","Definitely coming back","we¨ve stayed in this hotel for 5 day and all i can say is that, mostly everything is well and good. staffs,hotel amenities, foods/free breakfast and location are excellent but one thing i dislike is that the wall isn¨t double walling..i can hear everytime the occupants next to ours flush the toilet<U+0001F630><U+0001F630> ..","4"
"d310344","YMCA One Orchard","MkTaratia","Wonderful stay","Perfect hotel for family good location really clean  and wonderfull stay.We had great spacious room amazing service quality rooms great breakfast wonderful and service with smile great staffs.good job keep the standard we would like to visit again.thank you","5"
"d310344","YMCA One Orchard","firesh","Excellent stay !","We had a pleasant experience staying at YMCA @ One Orchard, Singapore. We spent about 5 night. Room is small but cozy. The room service are extremely helpful and pleasant. Location is nearby to couple of Malls. Overall enjoyed.","5"
"d310344","YMCA One Orchard","Jugal Kishor","Wedding","The rooms were very clean and very comfortable. The staffs were very courteous, friendly and always had a smile. We had a wonderful 5 day stay. We would surely come back and would recommend to family and friends.","5"
"d310344","YMCA One Orchard","RachA1972","YMCA gem","Stayed here for 3 nights as a stopover en route home from NZ. Lovely clean accommodation , excellent staff from the reception to the restaurant and the housekeeping. Compact room with standard amenities, however no soap or hand towel in the bathroom. Good value. Cafe was a bonus and we had dinner there whivh was good value.","4"
"d310344","YMCA One Orchard","Meander363686","YMCA Hotel","Check in 4/3/19 and check out 6/3/19. Bino from front office given very good service and warm welcome during our stay. We enjoy very much and sure Will recommend friends and family come to stay in YMCA.","5"
"d310344","YMCA One Orchard","Kathy W","Value for money","This review is based on the value for money. No fancy lobby or lifts but if you are the type of people who only sleep in your hotel room, then this is the place for you. Located at the start of Orchard Road, near the MRT and a busy bus stop outside. It has a pool and a gym. Rooms are basic with a tv and private facilities. Recommended.","5"
"d310344","YMCA One Orchard","butham","Good value by Singapore standards","Stayed here a night. Nothing flash but by Singapore standards good value. Breakfast was basic but free, in fact I thought it was pretty good. Rooms are small but clean and toiletries provided. Location excellent and staff friendly and helpful. I would stay here again. Access to an adequate gym and good pool.","4"
"d310344","YMCA One Orchard","English Chaai","Comfortable stay!","A nice solid hotel, just 5 minute walk from Dhoby Ghaut MRT, the National Museum and Fort Canning Park. There are restaurants nearby.  Minor quibbles were a lock drawer instead of a safe, and limited TV channel selection. The Wifi was good. I will stay again.","4"
"d310344","YMCA One Orchard","Dipesh","Stay was good","We stayed here from 24th-26th Dec and the stay was fine, breakfast served was good but they didn't provide coffee or tea in the room. And the towels were not ever dry cleaned. Location is also good as the MRT is with 5min walk.","3"
"d310344","YMCA One Orchard","Simon H","Great Location","The rooms are very simple as is the bathroom but this is all about price and location both of which are perfect if you are travelling with a family. Breakfast is not great but there are lots of options close by if you enjoy asian food.  Two nights here was perfect to see all the sites which are 30mins max away by cab although most are within 10mins or you can always take the MRT","4"
"d310344","YMCA One Orchard","adventuresofkaymay","Great Location","Stayed here as a family with 1 child.  We were upgraded to a bigger room with a queen and 2 single beds.  The room was clean and comfy. The bathroom is small but has everything you need. Bottled water and body wash/shampoo is provided daily.  Breakfast was basic but good. They had eggs cooked differently each day, chicken sausages, baked beans, asian porridge and then a rotating dish. Our favourite was the roti prata - I wish that was served daily!!! The accom has a pool which we never had a change to use either from bad weather or we were out alot.  The gym was basic but had everything you need with older equipment.  This place is close to public transport with a bus stop out front and the douby gauht mrt 5 mins walk away.  Across the road is the Cathay complex and Plaza・","4"
"d310344","YMCA One Orchard","dlyngdoh","Just OK","Pros: Centrally located and very close to Orchard shopping area. Staff were very good and helpful. Breakfast was not bad. Wifi was good. Cons: Rooms are quite small. Bathroom cleanliness and toiletries needs to be improve.There is an electric kettle in the rooms but no tea/coffee bags. I checked around and there are other hotels that provide better facilities and bigger rooms for the same price.","3"
"d310344","YMCA One Orchard","Edward T","Perfect location Singapore","Centrally located and close to Bencoolen MRT and a bus stop at its doorstep from Changi (no.36). Friendly front desk and quick check in are a plus. ( Thanks Bino). Facilities onsite are pool and gym. Breakfast is rather basic fare.Room is adequate with comfy bed n pillow not Usual 5 star though. Clean but fittings rather tired. Borrowed a iron n ironing board that frankly speaking should be replaced- iron was leaking and the board very rickety. Other that it's perfect.Would recommend it for basic business hotel. Regards, Edward","4"
