"pid","hotel","name","commenttitle","comment","rating"
"d4727829","The Pod Boutique Capsule Hotel","Reshma","Good and clean accomodation","I stayed in a single suite. It was cosy and clean. There was no noise from other suites except when the doors are closed. The common bathrooms were also clean and good. The staff was quite friendly and helpful. Addressed all the concerns very promptly. The breakfast was also great.. loved the experience. :)","5"
"d4727829","The Pod Boutique Capsule Hotel","Sebastian","Cosy and private capsule","Back again in Singapore, and I decided to give The Pod a try as it was a short trip. When I first entered the guest reception, I was impressed by the clean atmosphere and the staff greeted me nicely.   I was briefed about the hotel by Travis and he showed me to my capsule and explained how the locker and toilet works, he even entertained my questions and queries throughout the trip, especially with regards to transport and places of interest.   I like that each capsule has its personal table and light, which makes you feel like you are actually in a small private room of your own, which is very cosy. The place also has water refill machines, which I°Øm so thankful for as I drink a lot of water, so I°Øm so happy that I need not constantly purchase a new bottle at the convenience°¶","4"
"d4727829","The Pod Boutique Capsule Hotel","Evon C","Good location and decent pods","Nice and decent beds with shared bathrooms. It is better to get the front entry rather than side entry to minimise noise.  Suites are noisy as I can always hear opening/closing doors and when the person  next door climbs up his/her upper bunk.  Side entry lower bunk is very noisy due to the upper person going up and down the bed.","4"
"d4727829","The Pod Boutique Capsule Hotel","Wei","Awesome experience like being home","#clean I°Øm sensitive about how a space smells like, and what amazed me first was its home-like smelling in all areas, including the lobby, the room and the shower. I think that was the smelling of °∞safe and clean°± mixed with perfume and soap.  #warm The other thing that made me feel like home was the smiles and the warm services. I°Øm here to give a special thank to the day shift receptionist, Travis, for his kindly Chinese guide and help. I°Øve always feel happy to meet people who enjoy their jobs and perform in a heart moving way.  Because of the awesome experience and the rest part of Singapore that I haven°Øt experienced, I°Ø m sure I°Øll visit there soon although I just back to Taiwan several hours ago lol.","5"
"d4727829","The Pod Boutique Capsule Hotel","Danram","Keep up the good service","Good place , good internet , good food and good customer service.. i was greeted from the staff Eva. And the staff there is really helpful too.  The willing to help you take out your luggage and bring us to show the room as well.  Thank you and keep up the good service !","5"
"d4727829","The Pod Boutique Capsule Hotel","Ishi","Good","The pod is really a simple and nice place, very near with Kampung Glam the malay heritage. It is a nice surroundings with restaurants and nice view to take pictures. The pod bed is clean and very neat with nice smell everywhere.  There is free wifi too, not to forget i appreciate the staff too very helpful and really will go extra miles to help us out .  Thank you the pod for the good experience.","5"
"d4727829","The Pod Boutique Capsule Hotel","Yanti recce","We enjoy the stay","Me and my frens came a few days ago and stay here in the pod (Singapore). We really love the place. The breakfast food is really tasty and nice! And we didnt know that our booking was breakfast included.. The staff there was really friendly too, the receptionist Eva talked to us while we were siting at their lobby.. me and my frens really feel like home..  Thank you the pod for a very stay..","5"
"d4727829","The Pod Boutique Capsule Hotel","Indra Sass","Good budget stay","I was on a budget trip in singapore, the pod capsule is the best place for a budget travller like me. I was greeted by receptionist Eva. All the staff there was so helpful and friendly... They will bring u up to the room and show u the room, storage locker and the bathrooms.  The breakfast is really good and nice. They have complimentary self service laundry as well! I love it. It is so convenient.","5"
"d4727829","The Pod Boutique Capsule Hotel","Komal Sharma","Cheap hostel with best services!","A great hostel to stay during the trip to Singapore!  It is very clean, the beds are very comfortable, and the breakfast is also good. The lobby is very clean and it provides a great place for interaction among the guests.   Travis, one of the staff members was extremely good in making sure the travellers had a comfortable and good stay at the hostel. He, along with other staffs made sure we face no problem whatsoever.  10/10 recommended!","5"
"d4727829","The Pod Boutique Capsule Hotel","Michael Lewis","So handy to visit the highlights of Singapore","This place is in an excellent location. It is just 5 minutes walk from Bugis MRT station and close by streets packed with restaurants and bars for night life.   For central Singapore it is a great place to stay if you are on a budget or a quick visa run from Thailand. We had an individual pod and although we could hear people in the pod above, it was OK and what you would expect from a hostel type place.","4"
"d4727829","The Pod Boutique Capsule Hotel","Aulieee Akbar blogs","Budget but a good place","Nice place to stay with friends! I love the lobby area very clean and it a good place to chill and hangout with friends and new friends.  The staff there is friendly and helpful, Eva was the one who talk and help me about activies to follow up. Really love this place. Guys! If u want to follow the trend to stay in capsule, this is the best place to stay. Its cheap too!","5"
"d4727829","The Pod Boutique Capsule Hotel","H Jin","Good for packer","it is a good place for a bagpackers like me to stay here at the pod. We provide towels, water, shampoo and body wash is all there. It is really easy for me!  i was greeted and check in from the friendly staff Miss Eva, it was really a quick and easy check in.  They will show you to your room and explain step by steps. Which is really good!  Thank you the pod capsule hotel, i had a good stay here. Will be coming back soon here..  Keep up with the good service and clean enviroment.","5"
"d4727829","The Pod Boutique Capsule Hotel","Yl T","Nice, clean and comfortable","Booked a single pod suite for 2 nights. The space is just nice for me (I only had a bag pack with no luggage). The room is clean and the room cleaning service is good. The air conditioning is a bit cold for me.   There are shoe lockers to keep your shoes since no shoes are allowed in the pod areas.   Simple breakfast is served from 7.30am till 9.30am.   There are also self-checked in kiosk where you can check-in by yourself. The receptionist is kind to show me and help me to check in.   The hotel is within walking distance from Bugis MRT (very convenient to go to Changi Airport). Haji Lane and Arab Street is nearby as well.","4"
"d4727829","The Pod Boutique Capsule Hotel","oldmikeNewZealand","very good hostel value for Singapore","After trying a pod hostel in Christchurch a week earlier I was apprehensive about this place, but had nothing to worry about. Pod was comfortable and reasonably easy to get into, noise was not to bad, breakfast was very good, staff friendly and helpful and location was great, close to Bugis metro station and raffles plaza area, good value for Singapore which can be an expensive place to stay.","4"
"d4727829","The Pod Boutique Capsule Hotel","Jaywoo","Nice","Location <U+2714> Food <U+2714> cleanliness <U+2714> Pod is clean and nice.. staff there was really helpful and friendly.. especially Eva. Thank you for a good customer service. The wifi sometimes might be a bit slow which i dont know if its my phone or the connection.  The breakfast is nice and deicious. However i get abit irritated with the housekeeper,i think they having a breaktime but they talked too loud and didnt see if there is guest or not.  Other than that all is good.","5"
"d4727829","The Pod Boutique Capsule Hotel","The Travelling Ambivert","So good, I'm returning again this year","I was quite uncertain about what to expect from The Pod as I'd never stayed in a capsule hotel before and have horrible experiences of hostel/ shared space accommodation in the UK/ Europe. The Pod put all Western hostels to shame. It operates at such a standard that is far above its two-star status. There should be an entirely different marking scale for accommodation such as this, as I'd glad say it is a 2.5 - 3.5 property. There are some pros and cons to staying here.  The Pros: Location - Kampong Glam is a lively, colourful neighbourhood close to Chinatown, Bugis Station, Raffles Hotel and a few stops away from Marina Bay on the MRT. There are so many food options, more than I had time to sample.  Staff - Shout out to Robin! I had a late check-in and he knew that it was me°¶","4"
"d4727829","The Pod Boutique Capsule Hotel","Nahyan","good","It was a terrible night for the first night stay because the guest beside my pod snores very loud and i couldnt sleepwell. So i requested to the front office that i need to change my room and the told me they was running high occupancy but front officer Eva manage to free upgrade me to a better room category! Im so happy and thanks to her.  But the rest of the stay was good! The food for breakfast is good as well and but the wifi is a bit slow here.","5"
"d4727829","The Pod Boutique Capsule Hotel","Gordon","Nice Service","I had a nice encounter with Travis the front desk staff who provided me a room that would suite my stay for the night. It was nice, quite, comfortable room, with a lower bunk which I requested for easy get-in. Overall, it was s nice stay at The Pod","4"
"d4727829","The Pod Boutique Capsule Hotel","Alfi Juvetus","Slow WiFi","The wifi is very slow and the rooms were often people talking. many times i was wake up in the middle of the night. i cannot use my phone as the wifi speed was loading many times. however the staffs were very helpful to me and travis help me in checking out. he is very professional and even walk down with me to take a taxi to the airport.","4"
"d4727829","The Pod Boutique Capsule Hotel","Alingokao","Wonderful experience","It is located next to the haji lane where famous by the wall painting. This hostel is good at focusing on guest°Øs privacy and security. The bed is not big but good enough for a person to fit it. The breakfast is rich compared to other hostels. The whole environment is clean and perfect!","4"
"d4727829","The Pod Boutique Capsule Hotel","Joey","Claer and safety hostel with helpful staff","This is my fourth times here and always my first choice in SG. Have a safety and comfort bedroom. Bathroom and washroom is very clear. And the staff call Leslie is very helpful. Enjoy my stay everytime.","5"
"d4727829","The Pod Boutique Capsule Hotel","MadameIz","-","Thank you Eva for the good customer service.  I had a good stay here with the clean enviroment! In the morning the hall way to the toilet is noisy. Maybe it is the sound from their kitchen.  The lobby is spacious.. there is a place u can do work. Over all this was agood stay.","4"
"d4727829","The Pod Boutique Capsule Hotel","k. MiRae","WiFi is strong unlike other hostel.","i stayed there for 4days, it was a very nice stay. There is shampoo body wash provided and you can request for a dental kit too! And the WiFi there is very good! Everywhere the network is very strong. The place is clean abd nice too.  And not to forget the staff there is very helpful and friendly. Thanks to Eva for helping me out with the attraction places.","5"
"d4727829","The Pod Boutique Capsule Hotel","ValerieSaw","Wonderful time","Although was a last minute decision, Travis gave us a good rate for our group stay plus Leslie lend us hand to make our stay comfortable . We had a later check out and clean space and friendly staff . Common washroom area increase ventilation will be better. Thank you !","4"
"d4727829","The Pod Boutique Capsule Hotel","Ray","The pod","The pod is a very nice place. There are free breakfast and clean showers with hot water. Many seats to hang out with other guests and friends. The beds are cool and comfortable. Travis the guy at front desk is very friendly and helpful.","4"
"d4727829","The Pod Boutique Capsule Hotel","Gillespie106","Cosy, clean and great customer service","Loved our time at The Pod. One of the cleanest and most comfortable places I've ever stayed in. The staff were really friendly and helpful, especially Leslie!Excellent location by Haji Lane and not far from Marina Bay. The breakfast was amazing with lots of variety. Would highly recommend The Pod to anyone looking for a pleasant and affordable place to stay in Singapore.","5"
"d4727829","The Pod Boutique Capsule Hotel","Poonam D","Good budget hotel","Located at around 300-400 m from Bugis MRT. Close to Haji lane where you can find many restaurants serving Indian, Arabic cuisine. Capsule was spacious, with locker available for luggage and shoes. Hairdryer, shampoo, lotion, face and hand tissues, cotton buds, cotton wipes were provided. Self service laundry, microwave, hot drinking water is available. However, there some cons. There is no ac duct inside capsule. It gets little hot inside in the night time. The washroom have no exhaust, there is a vent but it's of no use. It can get really hot and suffocating at times specially after hot shower. Chair needs to be placed at the washroom door to keep it open for venting purpose. The staff were friendly and polite. Preet in house keeping and Hemant at reception were very helpful.","4"
"d4727829","The Pod Boutique Capsule Hotel","AndreaL","Good location","It was a pleasant stay at the pod. the staff was nice(Eva) and the hostel is very clean and stylish. However the facilities can be improved. Location is good , walking distant to everywhere. Will recommend it to my friends","5"
"d4727829","The Pod Boutique Capsule Hotel","Amy R","Great hostel","I had a nice stay here, it had everything i needed for a visit to singapore. especially wanted to leave this review to thank them for going above and beyond to help me out when my free dry cleaning hadn°Øt been returned by the time i had to leave for a flight. they were so helpful and even posted my laundry internationally to me, which i thought was so kind of them. they were really keen to make sure that it hadn°Øt ruined my stay. super grateful to them<U+0001F642>","5"
"d4727829","The Pod Boutique Capsule Hotel","Jaewoon","Simple and nice","ood service! Clean and nice place! Smooth check ins and out. Friendly staff Eva :) Location is great near to Marina Bay, Buggis and Arab street..many restaurants nearby..<U+00A0> Thumbs up for eveeything, it was a good experience!","5"
"d4727829","The Pod Boutique Capsule Hotel","Chanyeoul","Friends trip","Excellent Guest Service from receptionist Eva.<U+00A0> And the Hostel cleaning is very good! Clean space , clean bedrooms, clean toilet!<U+00A0> Very near to the bus stop and train station it is very convinient. I will come back with more friends.","5"
"d4727829","The Pod Boutique Capsule Hotel","Lethal chou","Nice stay","place is not that clean and noisy, wall is thin can hear other people talk at night.<U+00A0> The staff (Eva) there is friendly and helpful. The female housekeeper is very helpful too. Breakfast was nice. Overall is nice but the toilet is abit dirty..","5"
"d4727829","The Pod Boutique Capsule Hotel","Night F","Friendly service staff","The place is located on the third storey of a building, but wasn`t hard to find as the signs are pretty big. Check in was smooth and the stay was cool. The wifi will be slow at times so getting your own is suggested. Breakfast was okay but often crowded. Travis was the staff who checked me out and he was very friendly and hospitable, although i can tell he was busy. The rest of the staffs are cool as well.","4"
"d4727829","The Pod Boutique Capsule Hotel","Max Chong","Smooth Check-In and Great Service!","Very good service by the staffs: Hemant, Siti and Leslie. The check in process was seamless for our group of 13 people. And we were allowed to leave our baggage on arriving day and last day of the trip. The breakfast was great, with eggs, yogurt, bread, bake beans plus good selection of coffee and juices. The location is a short walk from two different MRT line stations.","5"
"d4727829","The Pod Boutique Capsule Hotel","Xu Hai","Safe","Very clean bedsheets and cooling in rooms. Check in and check out was very fast and smooth. There is not worry as the hotel can keep your luggages safe before check in. Free breakfast was very good to eat. Travis checked us out and he was very helpful and friendly. Good stay.","5"
"d4727829","The Pod Boutique Capsule Hotel","Suhyon","Worth the stay","The pod is quite big and clean and there is space to put your bags and stuff, and also a hanger. Towel, a mineral water bottle and toothpaste and brush provided. White Sleepers can be bought and wore inside room. Bathroom and restroom are shared ones. that's why it's always wet and a bit dirty especially at night. The cleanest is in the afternoon after the cleaning time. Breakfast provided and the eating room is quite spacey. Love the location too, near merchandise shop and lots of restaurant, mostly middle east food. Quite far from MRT station, can be a problem in rainy season, or if you have heavy backpack. For cheaper food you can go to kampoglam which behind the pod at the corner. Staff is also good Travis, hemant and eva. They were friendly and professional. Each one did°¶","4"
"d4727829","The Pod Boutique Capsule Hotel","chee","worth it","Good place for short term but probably not for long term. Narrow beds and hallways, comfy beds. Staffs are friendly especialy travis, hemant and eva. The female housekeeper was friendly too but did not manage to get her name. All in all a good experience i do not regret.","4"
"d4727829","The Pod Boutique Capsule Hotel","Lyka J","Good place to stay and accommodating staffs!","We had a 4days 3nights stay at the Pod Capsule Hotel. My family and I enjoyed our stay. They have a clean, well maintained place and free wifi as well! Thank you to Ms. Farah, one of the staffs. She°Øs very helpful and accommodating to each and every guest of the hotel! <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC>","5"
"d4727829","The Pod Boutique Capsule Hotel","Ddt","Worth it","Although the price here is slightly higher, definitely worth the money. Complimentary breakfast is included and of all the hostels i've been to, they have one of the biggest variations. The staff was super cool as well, particularly Travis, Eva and Hemant. The bed is more spacious than i had thought!   The bad thing about this hostel are the speed of the wifi, i'm often kept waiting for my phone to load before heading out. There is also no social place and everyone kept to themselves.","4"
"d4727829","The Pod Boutique Capsule Hotel","Syahidah","Near Kampong Glam","The pod is clean. It has a nice smell when I enter. The registration people is very nice too, especially Travis, Kenneth and Eva. Their service is very good, and they are always smiling, they also gave me free toiletries, like toothbrush and a very very helpful. I chose this place because it is very near Kampong Glam and Arab Street, which is my main purpose of visit. The price is actually quite expensive, but it is my first time staying in this type of hotel, but it is quite comfortable, except for the storage area, I cannot put a lot of things and the fridge provided is very small and it is always packed.","4"
"d4727829","The Pod Boutique Capsule Hotel","Derek","Place is hard to find, but service is good.","Arrived at Singapore for a short getaway, my buddies recommended me to try the capsule hotels here, and I chose The Pod based on the images on the website. It took the cab driver some time to search for the place as it was dark, and the signs to the entrance weren°Øt obvious enough causing me to almost enter into a nearby hostel. The entrance will appear dubious and the lift was small and stuffy. It was pretty late, and I was served by Travis who greeted me with a smile. He°Øs a very friendly receptionist who explains the details clearly and ensures that I have all the other information needed. The sleep was not as comfortable as I imagined mainly due to the snoring and loud movements from other guest but I assume this is the experience of most capsule hotels. I was told that the°¶","4"
"d4727829","The Pod Boutique Capsule Hotel","Mr. L","Private Pod","I stayed in the private Pod Suite and it was alright for me. There are some noises from the door closing and opening throughout the night, so wearing ear plugs is suggested. I want to compliment Travis and Kenneth for their hospitality during my short stay.","5"
"d4727829","The Pod Boutique Capsule Hotel","Bryan Tay","Wonderful experience during my stay","The entrance gave the impression of a very small unit. However upon entering the lobby, that impression changed. Not only was it very well maintained it was also very well designed to accommodate multiple groups of concurrently and had self check in booths to facilitate faster check ins. During my stay, Eva, Travis and Kenneth went out their way to give a tour of the whole floor as well as recommendations on where to go. Not only did they enhance my experience they also were my go to people when I had any doubts of the place. It was a very enjoyable experience and I would definitely go again.","5"
"d4727829","The Pod Boutique Capsule Hotel","Wilson","Good place but no to private rooms.","Not the best place to sleep if you are choosing private room.  -Opening and closing of doors is so loud and that will ruin your sleep.  -However, bed was comfortable, can hangout in the lounge, good music, helpful staff. -The staff who helped me alot were hemant, eva and travis. From checking in to checking out they helped me in every way.  - Breakfast was good but needs some changes.  - Free toothpaste, complimentary water bottle, exchanging towel once a day.  - easy to access the doors as you need to tap your key card. - 24 hours service on the reception.","4"
"d4727829","The Pod Boutique Capsule Hotel","Travellor","Great stay in singapore","Accomodation is worth is for the price paid. There are breakfast included and tooth brush and tooth paste. Clean drinking water is also provided. Towel in the bed. Staffs are kind and friendly, kenneth, travis and hemant. I suggest to stay here because close to city too","5"
"d4727829","The Pod Boutique Capsule Hotel","Mira","Clean bed","My stay was very good except for the noise level a little loud. I like the lobby area very clean and soft light. With music. Very convenient to drink at haji lane behind. They close late at night. I want to thank Travis and Kenneth for their excellent service £ﬁ£ﬁ","4"
"d4727829","The Pod Boutique Capsule Hotel","Conny","Sweet stay","These people made my stay really perfect.  The Location is super easy to reach from the airport and also located in my favorite district so far.  The team is nice, caring and always up for some laugh, Rubalesh, Hement and everyone else made my stay as solo traveler really comfortable. Thanks for these days in Singapore. Take care and see you!!","5"
"d4727829","The Pod Boutique Capsule Hotel","Sarah","Free WiFi and Breakfast","Soft bed and pillows, which are very comfortable to sleep in. There are towels in the capsule and you can change for new one at the reception. You have to whisper in the room because the walls are thin wood. Wifi is very slow so we bought Data cards from 7-eleven just behind the hotel.  Breakfast was fine although it would be better if they serve more local food. Receptions are generally friendly and we love the vibe they gave off! Makes it easy to approach them when we have any questions or need assistance! I highly recommend Hemant and Travis as they are especially friendly towards us, checking if we slept good through the night and also feedbacks.","5"
"d4727829","The Pod Boutique Capsule Hotel","Mark Vernon","Would go again!","In contrast to their unassuming main entrance, the interior of the capsule hotel was amazing and has really left me impressed. The place was impeccably clean and the decor was elegant and cosy at the same time. The staff (Eva, Travis and Kenneth) there were also really friendly and helpful. My experience there was top notch from the amenities to service provided.","5"
"d4727829","The Pod Boutique Capsule Hotel","Ayer","Extremely happy.!","I°Øm can°Øt believe that there will such a good service by the staff. Travis, hemant were incredible. They helped me all the way from starting to ending of my stay. Good price with free breakfast, water bottles, towels, toothpaste what else you want? If you want to change your bed sheets need to put sign that°Øs all. Seriously i°Øm impressed by the service. The way they handled the guest loved it.","5"
"d4727829","The Pod Boutique Capsule Hotel","Tara Moraga","The Pod Boutique Capsule Hotel","All staff were really accomodating and helpful. Hemant and Eva were really pleasant and super helpful. They even remembered my birthday and got me a cute present. The bed was comfy and was just right for me. The food was good. The bathrooms and vanity mirror are clean. My mom loved the scent of the place. It was relaxing. Affordable price. Nice neighboorhood. IG worthy place and near the MRT and Changi Airport. I will definitely book here again. <U+0001F60A>","5"
"d4727829","The Pod Boutique Capsule Hotel","Adeline","<U+0001F44D>","The Capsule Hotel is located at a convenient location very near town. Although the entrance might look little small and run down, everything from the lift onwards would change your impression. The staffs we met Travis, Eva and Kenneth were friendly and helpful. Everything in the shared area to the rooms itself was aesthetically pleasing. The beds were great as well, with everything you'll need in a capsule pod and more. There was a foldable table, lights, pillows, blankets, shelves and lockers, all cleverly arranged in a neat, practical and aesthetic manner. Overall, the capsule hotel exceeded my expectations and I'll definitely recommend to other friends.","5"
"d4727829","The Pod Boutique Capsule Hotel","Lukas D.","Great Hotel/Hostel - very advisable","I had a wonderful stay at °∞the pod°±. Even though i arrived in the middle of the night it was no problem to check in. The location was great, especially due to the short distance to the city and shopping areas and the amount of great local restaurants in the close surrounding. It was all clean, well air conditioned and had a nice vibe. Special compliments go out to Rubalesh, who helped me from day one with different advices and tips for my time in Singapore, and Hemant and Leslie, who were as well always very helpful when I needed help. All in all, very advisable accommodation","5"
"d4727829","The Pod Boutique Capsule Hotel","Katy","Good","Good vibe  Good quality and also near the clinic Town Clinic in case you feel bad. Staffs all sweet and always helping. Food is ok but if there°Øre a lot of ppl, you need to wake up more early or eating outside.","4"
"d4727829","The Pod Boutique Capsule Hotel","Chloe","Short stay in singapore","Came here for a school trip. This place is nice and has a nice ambience. Staffs were friendly and professional. Thanks to travis, eva and hemant, i enjoy my stay here very much. The toilets were very little so we have to often wait for our turn.","5"
"d4727829","The Pod Boutique Capsule Hotel","Yinyan","Good place ! !","its a nice place! Love the vibe of the hostel.  Super Clean! And the staff here is very helpful and friendy.. especially Eva..  Travis and Hemant is helpful too.  The location is very near to all the attraction places!","5"
"d4727829","The Pod Boutique Capsule Hotel","Inyourheat","Awesome place.","Everyone has their own perception about the hotel. But for me i definately like the hotel. Especially their staff hemant, travis and pretty girl eva (bts luv) <U+0001F493>. Very accommodating, helpful and polite.  Some people were annoying in the room but it°Øs not hotel°Øs fault. It°Øs people who are not understanding. Breakfast was good. I loved it.","5"
"d4727829","The Pod Boutique Capsule Hotel","Jieun Jieun Kim","Good place","A good place and the location is very good!<U+00A0> the toilet here is very clean to compare with other hostels. Friendly staffs as well!<U+00A0> Eva, Hemant is very Friendly and helpful. Check in here was super fast and smooth. The wall here is very thin but they do provide Earplugs:)<U+00A0> Recomended","5"
"d4727829","The Pod Boutique Capsule Hotel","Darren","Helpful staff, great service.","The experience was comfortable. The location is relatively convenient from the Bugis MRT station once you know your way there. The entrance can be quite easy to miss as it is just a door located between different shops. When I arrived, I was greeted by Eva at the reception and she was very nice and gave me a warm welcome. The checking in process was fast and I was shown to my pod. The area was cosy, and each pod comes with a warm yellow light and small table. The bed was comfortable, just that the blinds were too loud during movement and I could occasionally hear traffic. Only one socket is provided in the bed area, so it was a little troublesome for me as I had to wake up to change the charging device from my phone, to my portable charger, to my camera. Breakfast was at 7.30am°¶","4"
"d4727829","The Pod Boutique Capsule Hotel","Terry","Business and leisure","One of the best capsule hotel I have seen.Clean and well organized I must say . The staffs are excellent specially Sharon,Hemant,Eva,Farah .Oh the buffet breakfast is highly recommended. FIVE STARS....","5"
"d4727829","The Pod Boutique Capsule Hotel","howchi","Great and knowledgable staff","Although the location is slightly beyond the main tourist areas of Singapore and not super close to the MRT, the facilities themselves are quite nice and very well maintained. The best part of this place is easily the staff. In particular, Travis was super friendly and willing to share lots of good recommendations in terms of where to visit and what to eat. Even after having done a lot of research pre-trip, we ended up going with some of his recommendations and they were highlights of the trip for sure. Take advantage of the knowledge that the staff have. We will certainly consider coming back next time we are in Singapore.","4"
"d4727829","The Pod Boutique Capsule Hotel","Hyunju Park","Best Hostel","This is my first time in Singapore and I enjoyed the days in The Pod Boutique Hotel. It has great beds, fluffy towels, cool looking washroom, and great employees! Clean and wonderful breakfast too! Thank you Hemant, SHi, Preet for awesome services!","5"
"d4727829","The Pod Boutique Capsule Hotel","Solotraveler20","Great value stay in SG","The POD had very lovely staff especially Hemant, Siti, Travis, and Eva. Its a great location in Kampong Glam, right on Beach street and walking distance to Haji lane. The capsules are very comfortable-they provide more privacy than a typical hostel. As a solo traveler, it was very easy to meet others at the hostel. The 3rd floor lobby is the best place to meet others and has good music (shout out to DJ Hemant). The facilities are pretty clean and there is everything you need - laundry, iron, showers, toilets, etc. Some critical feedback - for context, I stayed at Cube Boutique Capsule Hostel prior to this. Compared to the Cube, the capsules are a bit smaller and the drape over the bed is more transparent so you need an eye mask. Its not as sound proof so I could hear people in°¶","5"
